Danh mục,Thương hiệu,Tên sản phẩm,Phân loại,Giá bán,Giá cũ,Tồn kho,Link ảnh,Mô tả sản phẩm
Body Care,Clear,Men Cool Sport Menthol,650ml,180.000 đ,240.000 đ,24.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m4ssbjlhut0782.webp,"Dòng sản phẩm Men Cool Sport Menthol của Clear giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,X-Men,Body Spray For Boss,150ml,150.000 đ,220.000 đ,18.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mbp1e0rzr0r2b4.webp,"Dòng sản phẩm Body Spray For Boss của X-Men giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Enchanteur,Body Mist,250ml,180.000 đ,240.000 đ,24.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lrvuzh7855tw5e.webp,"Dòng sản phẩm Body Mist của Enchanteur giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Enchanteur,Lotion Charming,250ml,180.000 đ,240.000 đ,18.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lu2j40f2e90fe6.webp,"Dòng sản phẩm Lotion Charming của Enchanteur giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Bath & Body Works,Shower Gel,295ml,420.000 đ,520.000 đ,20.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmhaofrzdqtf5d.webp,"Dòng sản phẩm Shower Gel của Bath & Body Works giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Victoria's Secret,Body Lotion,236ml,420.000 đ,520.000 đ,25.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mo4y3hw5yh39d7.webp,"Dòng sản phẩm Body Lotion của Victoria's Secret giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,The Body Shop,Body Scrub,240ml,420.000 đ,420.000 đ,27.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnsj809qus5k50.webp,"Dòng sản phẩm Body Scrub của The Body Shop giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,L'Occitane,Cherry Blossom Hand Cream,75ml,420.000 đ,520.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mhasa7xe8mx475.webp,"Dòng sản phẩm Cherry Blossom Hand Cream của L'Occitane giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,Soap & Glory,Flake Away Body Scrub,300ml,420.000 đ,520.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m9bowmz9j1jb01.webp,"Dòng sản phẩm Flake Away Body Scrub của Soap & Glory giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Body Care,The Body Shop,Body Butter British Rose,200ml,520.000 đ,620.000 đ,10.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lug8qwi2t3bmd3.webp,"Dòng sản phẩm Body Butter British Rose của The Body Shop giúp làm sạch, cấp ẩm và nuôi dưỡng làn da toàn thân một cách toàn diện. Công thức nhẹ dịu, hương thơm thư giãn mang lại cảm giác dễ chịu, giúp da luôn mềm mại và mịn màng sau mỗi lần sử dụng."
Perfume,Dior,Sauvage EDT,60ml,2.200.000 đ,2.500.000 đ,12.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mn96z9bbnhmwbe.webp,"Sauvage EDT mang thương hiệu Dior sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Dior,Sauvage EDP,100ml,3.200.000 đ,3.500.000 đ,10.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlysbza6rz0v34.webp,"Sauvage EDP mang thương hiệu Dior sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Dior,Miss Dior Blooming Bouquet,50ml,2.800.000 đ,3.100.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7f59oh6ykxi62.webp,"Miss Dior Blooming Bouquet mang thương hiệu Dior sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Dior,J'adore EDP,100ml,3.500.000 đ,3.900.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mhucmylakljaa1.webp,"J'adore EDP mang thương hiệu Dior sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Chanel,Bleu De Chanel EDP,100ml,3.800.000 đ,4.200.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-m0b1e632jlvzf7@resize_w900_nl.webp,"Bleu De Chanel EDP mang thương hiệu Chanel sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Chanel,Chance Eau Tendre,100ml,3.600.000 đ,4.000.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lvh7iu4w457od7.webp,"Chance Eau Tendre mang thương hiệu Chanel sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Chanel,Coco Mademoiselle EDP,100ml,3.900.000 đ,4.300.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfi0f698pe6l6c.webp,"Coco Mademoiselle EDP mang thương hiệu Chanel sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,YSL,Y EDP,100ml,3.200.000 đ,3.500.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134201-23030-xksykg20brove8.webp,"Y EDP mang thương hiệu YSL sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,YSL,Libre EDP,90ml,3.500.000 đ,3.900.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-maz520d0xygx50.webp,"Libre EDP mang thương hiệu YSL sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,YSL,Black Opium EDP,90ml,3.500.000 đ,3.900.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjwupb65pfk0fa.webp,"Black Opium EDP mang thương hiệu YSL sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Gucci,Guilty Pour Homme,90ml,2.800.000 đ,3.200.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m6mkp7jfhw87d6.webp,"Guilty Pour Homme mang thương hiệu Gucci sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Gucci,Bloom EDP,100ml,3.200.000 đ,3.600.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlzw4bxnxceg78.webp,"Bloom EDP mang thương hiệu Gucci sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Armani,Acqua Di Gio Profondo,75ml,2.900.000 đ,3.300.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-milpvps8j9qg9f.webp,"Acqua Di Gio Profondo mang thương hiệu Armani sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Armani,Si Passione EDP,100ml,3.500.000 đ,3.900.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlhkxp52uiof87.webp,"Si Passione EDP mang thương hiệu Armani sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Armani,My Way EDP,90ml,3.600.000 đ,4.000.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlhkz9io035s87.webp,"My Way EDP mang thương hiệu Armani sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Prada,Luna Rossa Carbon,100ml,2.800.000 đ,3.200.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlcb7lrqmxag9a.webp,"Luna Rossa Carbon mang thương hiệu Prada sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Prada,Paradoxe EDP,90ml,3.500.000 đ,3.900.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mo6ogcta7ls8d9.webp,"Paradoxe EDP mang thương hiệu Prada sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Versace,Eros EDT,100ml,2.500.000 đ,2.900.000 đ,10.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlfujd14tw5hef.webp,"Eros EDT mang thương hiệu Versace sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Versace,Dylan Blue,100ml,2.500.000 đ,2.900.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzr4u4s837vl2d.webp,"Dylan Blue mang thương hiệu Versace sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Versace,Bright Crystal,90ml,2.800.000 đ,3.200.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-m0b1e632jlvzf7.webp,"Bright Crystal mang thương hiệu Versace sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Burberry,Hero EDT,100ml,2.800.000 đ,3.200.000 đ,7.0,https://down-vn.img.susercontent.com/file/vn-11134201-23030-f286q5edgvovae.webp,"Hero EDT mang thương hiệu Burberry sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Burberry,Her EDP,100ml,3.200.000 đ,3.600.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mm1hmmljxd6q7a.webp,"Her EDP mang thương hiệu Burberry sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Tom Ford,Oud Wood,50ml,5.200.000 đ,5.800.000 đ,4.0,https://down-vn.img.susercontent.com/file/vn-11134201-7ras8-m5s48kgqxywzd8.webp,"Oud Wood mang thương hiệu Tom Ford sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Tom Ford,Black Orchid,100ml,4.500.000 đ,5.000.000 đ,4.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mdr3fmt1otgvd3.webp,"Black Orchid mang thương hiệu Tom Ford sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Tom Ford,Lost Cherry,50ml,6.500.000 đ,7.200.000 đ,3.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-mac69lpaqvs867.webp,"Lost Cherry mang thương hiệu Tom Ford sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Creed,Aventus,100ml,8.500.000 đ,9.200.000 đ,2.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m2ji6zwyohisad.webp,"Aventus mang thương hiệu Creed sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Creed,Silver Mountain Water,100ml,7.800.000 đ,8.500.000 đ,2.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjks4ntbv1fo66.webp,"Silver Mountain Water mang thương hiệu Creed sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Jo Malone,Wood Sage & Sea Salt,100ml,3.900.000 đ,4.300.000 đ,5.0,https://down-vn.img.susercontent.com/file/sg-11134201-7qvdb-li10118ad1g385.webp,"Wood Sage & Sea Salt mang thương hiệu Jo Malone sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Jo Malone,English Pear & Freesia,100ml,3.900.000 đ,4.300.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134201-23030-xwllvm4b0wovc7.webp,"English Pear & Freesia mang thương hiệu Jo Malone sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Jo Malone,Peony & Blush Suede,100ml,3.900.000 đ,4.300.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134201-23030-r4b72oipgpov7d.webp,"Peony & Blush Suede mang thương hiệu Jo Malone sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Maison Francis Kurkdjian,Baccarat Rouge 540,70ml,8.200.000 đ,9.000.000 đ,2.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lv68uxubliihe2.webp,"Baccarat Rouge 540 mang thương hiệu Maison Francis Kurkdjian sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Le Labo,Santal 33,100ml,7.200.000 đ,7.900.000 đ,3.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lv673qd4147u36.webp,"Santal 33 mang thương hiệu Le Labo sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Byredo,Gypsy Water,100ml,6.500.000 đ,7.200.000 đ,3.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mdlwr3joi17w64.webp,"Gypsy Water mang thương hiệu Byredo sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Byredo,Blanche,100ml,6.500.000 đ,7.200.000 đ,3.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m1p6x0nsitzn92.webp,"Blanche mang thương hiệu Byredo sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Carolina Herrera,Good Girl EDP,80ml,3.200.000 đ,3.600.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mm9tyg3tmzut4b.webp,"Good Girl EDP mang thương hiệu Carolina Herrera sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Carolina Herrera,212 VIP Black,100ml,2.800.000 đ,3.200.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mm1lfzvhvmdee5.webp,"212 VIP Black mang thương hiệu Carolina Herrera sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Valentino,Uomo Born In Roma,100ml,3.200.000 đ,3.600.000 đ,5.0,https://down-vn.img.susercontent.com/file/sg-11134201-7rcd3-lsry3nywkycm73.webp,"Uomo Born In Roma mang thương hiệu Valentino sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Valentino,Donna Born In Roma,100ml,3.500.000 đ,3.900.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlits96cs5qd8f.webp,"Donna Born In Roma mang thương hiệu Valentino sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Jean Paul Gaultier,Le Male Le Parfum,125ml,3.200.000 đ,3.600.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134201-23030-b8jm2lqrtoovc9.webp,"Le Male Le Parfum mang thương hiệu Jean Paul Gaultier sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Jean Paul Gaultier,Scandal Pour Homme,100ml,3.200.000 đ,3.600.000 đ,5.0,https://down-vn.img.susercontent.com/file/sg-11134201-822z5-mo53mnt6m2gw23.webp,"Scandal Pour Homme mang thương hiệu Jean Paul Gaultier sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Paco Rabanne,1 Million EDT,100ml,2.800.000 đ,3.200.000 đ,8.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mhd65l7nyfwse0.webp,"1 Million EDT mang thương hiệu Paco Rabanne sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Paco Rabanne,Invictus EDT,100ml,2.800.000 đ,3.200.000 đ,7.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfqit6f8ni8a86.webp,"Invictus EDT mang thương hiệu Paco Rabanne sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Paco Rabanne,Lady Million,80ml,3.200.000 đ,3.600.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134201-7r98o-lwg643gpywcgae.webp,"Lady Million mang thương hiệu Paco Rabanne sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Dolce & Gabbana,The One EDP,100ml,3.200.000 đ,3.600.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-ml66uw9ig2rn57.webp,"The One EDP mang thương hiệu Dolce & Gabbana sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Dolce & Gabbana,Light Blue,100ml,2.800.000 đ,3.200.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mi5n1vbnr5ky75.webp,"Light Blue mang thương hiệu Dolce & Gabbana sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Montblanc,Explorer EDP,100ml,2.200.000 đ,2.600.000 đ,10.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m0u0c77o2sq5a2.webp,"Explorer EDP mang thương hiệu Montblanc sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Montblanc,Legend Spirit,100ml,2.200.000 đ,2.600.000 đ,8.0,https://down-vn.img.susercontent.com/file/09f775d59a7847bcfe5429c165e04824.webp,"Legend Spirit mang thương hiệu Montblanc sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Bvlgari,Aqva Pour Homme,100ml,2.500.000 đ,2.900.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mo2aq3pb7lkw66.webp,"Aqva Pour Homme mang thương hiệu Bvlgari sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Bvlgari,Omnia Crystalline,100ml,3.200.000 đ,3.600.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8lgbm0k61ym72.webp,"Omnia Crystalline mang thương hiệu Bvlgari sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Narciso Rodriguez,For Her EDP,100ml,3.200.000 đ,3.600.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mm1hmmljxd6q7a.webp,"For Her EDP mang thương hiệu Narciso Rodriguez sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Lancome,La Vie Est Belle,100ml,3.500.000 đ,3.900.000 đ,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfqd9j7f6kge2b.webp,"La Vie Est Belle mang thương hiệu Lancome sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Viktor & Rolf,Flowerbomb EDP,100ml,3.500.000 đ,3.900.000 đ,4.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mliqnizlbxmp1a.webp,"Flowerbomb EDP mang thương hiệu Viktor & Rolf sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
Perfume,Moschino,Toy Boy EDP,100ml,2.500.000 đ,2.900.000 đ,6.0,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlgdj365bcat99.webp,"Toy Boy EDP mang thương hiệu Moschino sở hữu những nốt hương độc đáo, tinh tế và đầy sức hút. Sản phẩm có độ lưu hương bền bỉ, giúp bạn luôn tự tin, quyến rũ và để lại ấn tượng khó phai trong mọi hoàn cảnh."
